venta_id,cliente_id,producto_id,fecha,cantidad,precio_unitario,descuento,total
V003668,C0065,P026,2024-08-30,4,394,0.1,1418.4
V003669,C0184,P007,2023-09-18,4,467,0.1,1681.2
V003670,C0152,P032,2024-12-11,2,276,0.05,524.4
V003671,C0032,P036,2023-12-24,3,258,0.1,696.6
V003672,C0088,P003,2024-06-14,2,59,0.05,112.1
V003673,C0073,P024,2024-02-17,1,99,0.0,99.0
V003674,C0119,P002,2023-07-15,5,50,0.05,237.5
V003675,C0026,P002,2023-03-21,4,50,0.05,190.0
V003676,C0158,P044,2023-02-01,1,432,0.0,432.0
V003677,C0113,P048,2023-02-06,4,354,0.05,1345.2
V003678,C0147,P042,2023-10-04,5,147,0.0,735.0
V003679,C0126,P035,2024-03-18,5,435,0.0,2175.0
V003680,C0136,P021,2023-11-18,1,159,0.05,151.05
V003681,C0181,P010,2023-04-23,3,496,0.1,1339.2
V003682,C0200,P016,2024-11-11,5,167,0.1,751.5
V003683,C0109,P029,2024-02-16,2,148,0.05,281.2
V003684,C0051,P028,2024-05-13,2,459,0.05,872.1
V003685,C0173,P023,2024-12-21,5,463,0.1,2083.5
V003686,C0105,P003,2024-05-15,1,59,0.05,56.05
V003687,C0033,P009,2024-06-30,5,331,0.0,1655.0
V003688,C0070,P050,2023-03-29,2,176,0.0,352.0
V003689,C0089,P007,2023-07-18,5,467,0.0,2335.0
V003690,C0020,P018,2023-07-14,1,167,0.1,150.3
V003691,C0120,P020,2023-06-18,4,171,0.1,615.6
V003692,C0080,P040,2023-08-21,4,196,0.05,744.8
V003693,C0173,P015,2023-11-18,4,223,0.1,802.8
V003694,C0198,P047,2024-08-04,4,91,0.05,345.8
V003695,C0197,P005,2024-12-12,3,172,0.1,464.4
V003696,C0006,P013,2024-12-21,1,274,0.1,246.6
V003697,C0014,P030,2024-11-20,2,121,0.05,229.9
V003698,C0199,P041,2024-03-23,3,388,0.1,1047.6
V003699,C0040,P025,2023-01-26,5,266,0.0,1330.0
V003700,C0088,P012,2024-11-16,4,415,0.0,1660.0
V003701,C0187,P031,2024-08-28,3,286,0.1,772.2
V003702,C0200,P005,2023-05-25,5,172,0.1,774.0
V003703,C0100,P028,2024-08-20,1,459,0.0,459.0
V003704,C0033,P044,2023-05-12,2,432,0.0,864.0
V003705,C0020,P017,2024-10-03,2,86,0.05,163.4
V003706,C0041,P025,2023-03-26,1,266,0.1,239.4
V003707,C0126,P042,2024-07-13,5,147,0.0,735.0
V003708,C0086,P040,2023-11-10,4,196,0.05,744.8
V003709,C0116,P017,2024-10-06,3,86,0.05,245.1
V003710,C0096,P045,2023-08-08,2,349,0.05,663.1
V003711,C0176,P021,2023-10-14,3,159,0.0,477.0
V003712,C0029,P034,2023-04-10,5,478,0.1,2151.0
V003713,C0196,P045,2023-12-17,1,349,0.0,349.0
V003714,C0098,P029,2023-07-12,5,148,0.0,740.0
V003715,C0176,P022,2023-05-28,1,345,0.0,345.0
V003716,C0142,P042,2024-10-20,5,147,0.0,735.0
V003717,C0177,P038,2023-08-10,4,134,0.1,482.4
V003718,C0110,P033,2023-11-05,1,100,0.1,90.0
V003719,C0200,P018,2024-05-23,1,167,0.05,158.65
V003720,C0098,P043,2023-05-18,2,346,0.0,692.0
V003721,C0020,P017,2024-11-08,5,86,0.0,430.0
V003722,C0051,P016,2023-11-28,3,167,0.0,501.0
V003723,C0025,P008,2023-07-09,4,442,0.0,1768.0
V003724,C0139,P014,2024-02-03,1,111,0.0,111.0
V003725,C0001,P033,2024-05-08,4,100,0.05,380.0
V003726,C0120,P031,2023-02-17,5,286,0.0,1430.0
V003727,C0108,P043,2024-11-11,4,346,0.05,1314.8
V003728,C0028,P035,2023-08-31,4,435,0.05,1653.0
V003729,C0037,P048,2024-09-10,3,354,0.0,1062.0
V003730,C0124,P027,2024-10-31,4,81,0.1,291.6
V003731,C0017,P041,2024-03-02,2,388,0.0,776.0
V003732,C0128,P010,2023-02-12,3,496,0.1,1339.2
V003733,C0135,P034,2024-02-09,5,478,0.0,2390.0
V003734,C0169,P020,2023-04-16,5,171,0.05,812.25
V003735,C0148,P015,2023-02-15,2,223,0.1,401.4
V003736,C0042,P025,2023-11-01,3,266,0.05,758.1
V003737,C0066,P040,2024-03-15,4,196,0.05,744.8
V003738,C0028,P038,2024-09-19,1,134,0.05,127.3
V003739,C0010,P021,2024-12-02,2,159,0.1,286.2
V003740,C0175,P002,2024-02-01,3,50,0.1,135.0
V003741,C0009,P037,2024-12-27,4,492,0.1,1771.2
V003742,C0004,P015,2023-11-02,2,223,0.05,423.7
V003743,C0170,P008,2024-12-23,5,442,0.05,2099.5
V003744,C0175,P004,2023-05-07,5,499,0.0,2495.0
V003745,C0189,P024,2024-07-26,5,99,0.0,495.0
V003746,C0049,P026,2024-07-11,2,394,0.1,709.2
V003747,C0101,P030,2023-01-12,4,121,0.05,459.8
V003748,C0045,P008,2023-12-07,2,442,0.0,884.0
V003749,C0154,P016,2024-10-14,4,167,0.1,601.2
V003750,C0036,P050,2023-12-16,2,176,0.05,334.4
V003751,C0001,P009,2023-06-28,1,331,0.05,314.45
V003752,C0147,P048,2023-01-26,5,354,0.1,1593.0
V003753,C0131,P030,2024-01-11,3,121,0.1,326.7
V003754,C0003,P010,2024-09-09,2,496,0.0,992.0
V003755,C0198,P024,2024-07-12,2,99,0.1,178.2
V003756,C0077,P013,2024-11-29,5,274,0.1,1233.0
V003757,C0022,P001,2024-02-23,3,326,0.05,929.1
V003758,C0062,P021,2023-03-28,4,159,0.05,604.2
V003759,C0087,P017,2024-01-22,5,86,0.0,430.0
V003760,C0198,P045,2024-12-23,3,349,0.0,1047.0
V003761,C0007,P011,2023-03-25,3,326,0.0,978.0
V003762,C0196,P006,2023-06-04,5,90,0.0,450.0
V003763,C0049,P006,2024-08-08,3,90,0.05,256.5
V003764,C0132,P041,2024-08-19,4,388,0.1,1396.8
V003765,C0149,P001,2023-08-14,3,326,0.1,880.2
V003766,C0117,P007,2024-05-19,4,467,0.0,1868.0
V003767,C0125,P045,2023-01-28,2,349,0.0,698.0
V003768,C0089,P027,2024-05-27,4,81,0.0,324.0
V003769,C0147,P020,2023-03-17,2,171,0.05,324.9
V003770,C0179,P025,2023-01-05,3,266,0.0,798.0
V003771,C0101,P017,2024-07-07,2,86,0.1,154.8
V003772,C0162,P036,2024-08-27,3,258,0.0,774.0
V003773,C0062,P029,2024-01-30,5,148,0.05,703.0
V003774,C0030,P049,2024-07-24,4,256,0.05,972.8
V003775,C0118,P030,2024-11-14,4,121,0.0,484.0
V003776,C0003,P025,2023-10-14,2,266,0.05,505.4
V003777,C0084,P042,2024-08-24,4,147,0.1,529.2
V003778,C0163,P043,2023-08-27,1,346,0.1,311.4
V003779,C0196,P031,2023-08-31,1,286,0.0,286.0
V003780,C0058,P012,2023-09-28,5,415,0.05,1971.25
V003781,C0192,P047,2024-04-07,3,91,0.05,259.35
V003782,C0068,P022,2023-04-30,1,345,0.05,327.75
V003783,C0139,P018,2024-06-30,1,167,0.1,150.3
V003784,C0078,P045,2024-03-25,2,349,0.0,698.0
V003785,C0139,P006,2023-12-19,4,90,0.0,360.0
V003786,C0088,P019,2023-06-16,4,490,0.0,1960.0
V003787,C0117,P039,2024-08-20,3,185,0.1,499.5
V003788,C0184,P020,2024-05-03,4,171,0.0,684.0
V003789,C0027,P007,2023-02-22,4,467,0.1,1681.2
V003790,C0122,P026,2023-11-11,4,394,0.05,1497.2
V003791,C0075,P044,2023-12-26,4,432,0.05,1641.6
V003792,C0119,P010,2024-06-08,5,496,0.05,2356.0
V003793,C0039,P011,2024-02-01,5,326,0.0,1630.0
V003794,C0076,P033,2023-12-12,3,100,0.1,270.0
V003795,C0007,P049,2023-07-28,5,256,0.0,1280.0
V003796,C0156,P033,2023-09-22,4,100,0.1,360.0
V003797,C0090,P048,2024-03-02,1,354,0.05,336.3
V003798,C0098,P047,2024-08-27,5,91,0.0,455.0
V003799,C0167,P046,2024-02-22,1,130,0.0,130.0
V003800,C0133,P009,2024-02-24,5,331,0.05,1572.25
V003801,C0009,P040,2024-03-29,4,196,0.05,744.8
V003802,C0113,P039,2024-01-19,4,185,0.0,740.0
V003803,C0194,P042,2023-07-30,5,147,0.1,661.5
V003804,C0105,P010,2024-01-21,2,496,0.05,942.4
V003805,C0120,P038,2023-07-08,4,134,0.0,536.0
V003806,C0172,P006,2023-02-26,4,90,0.0,360.0
V003807,C0092,P008,2023-05-14,5,442,0.1,1989.0
V003808,C0108,P012,2023-07-11,1,415,0.05,394.25
V003809,C0139,P042,2023-06-21,3,147,0.0,441.0
V003810,C0042,P015,2023-07-17,2,223,0.0,446.0
V003811,C0037,P014,2024-09-23,5,111,0.0,555.0
V003812,C0065,P018,2024-01-24,1,167,0.05,158.65
V003813,C0182,P002,2024-01-22,5,50,0.05,237.5
V003814,C0182,P015,2024-11-27,1,223,0.05,211.85
V003815,C0157,P023,2024-11-01,2,463,0.0,926.0
V003816,C0088,P029,2024-07-04,4,148,0.05,562.4
V003817,C0200,P009,2024-09-05,3,331,0.0,993.0
V003818,C0035,P033,2023-12-18,2,100,0.05,190.0
V003819,C0184,P004,2023-02-03,4,499,0.05,1896.2
V003820,C0065,P034,2024-07-23,3,478,0.05,1362.3
V003821,C0137,P031,2023-12-15,2,286,0.0,572.0
V003822,C0030,P038,2024-10-08,5,134,0.0,670.0
V003823,C0066,P011,2024-01-06,3,326,0.05,929.1
V003824,C0037,P034,2023-01-07,3,478,0.0,1434.0
V003825,C0114,P027,2023-11-06,2,81,0.05,153.9
V003826,C0086,P002,2024-05-06,5,50,0.05,237.5
V003827,C0141,P034,2024-10-14,4,478,0.1,1720.8
V003828,C0102,P002,2024-11-26,2,50,0.0,100.0
V003829,C0059,P047,2024-08-27,2,91,0.0,182.0
V003830,C0032,P016,2023-03-18,4,167,0.0,668.0
V003831,C0024,P040,2023-11-30,5,196,0.05,931.0
V003832,C0107,P014,2024-08-29,5,111,0.1,499.5
V003833,C0034,P035,2024-04-28,5,435,0.1,1957.5
V003834,C0199,P031,2023-06-13,5,286,0.05,1358.5
V003835,C0052,P045,2023-03-20,3,349,0.0,1047.0
V003836,C0080,P037,2024-01-06,4,492,0.0,1968.0
V003837,C0148,P008,2024-04-30,5,442,0.05,2099.5
V003838,C0080,P020,2023-04-28,4,171,0.0,684.0
V003839,C0061,P013,2023-07-07,5,274,0.1,1233.0
V003840,C0130,P001,2024-04-27,1,326,0.0,326.0
V003841,C0083,P006,2024-12-19,1,90,0.0,90.0
V003842,C0135,P032,2023-11-16,3,276,0.1,745.2
V003843,C0021,P010,2023-01-22,2,496,0.1,892.8
V003844,C0041,P047,2024-12-21,1,91,0.0,91.0
V003845,C0186,P032,2024-01-05,3,276,0.05,786.6
V003846,C0070,P005,2024-02-12,3,172,0.1,464.4
V003847,C0128,P040,2023-05-21,1,196,0.0,196.0
V003848,C0069,P026,2024-03-01,2,394,0.05,748.6
V003849,C0082,P042,2023-01-19,1,147,0.05,139.65
V003850,C0044,P026,2024-11-28,5,394,0.05,1871.5
V003851,C0065,P018,2023-06-24,1,167,0.0,167.0
V003852,C0185,P026,2023-02-26,4,394,0.1,1418.4
V003853,C0197,P022,2023-10-27,5,345,0.0,1725.0
V003854,C0052,P001,2024-08-09,3,326,0.1,880.2
V003855,C0127,P010,2023-09-01,5,496,0.0,2480.0
V003856,C0102,P035,2024-12-25,1,435,0.05,413.25
V003857,C0013,P006,2023-09-23,3,90,0.05,256.5
V003858,C0153,P010,2023-08-23,2,496,0.05,942.4
V003859,C0125,P005,2023-10-02,5,172,0.05,817.0
V003860,C0129,P046,2023-04-13,5,130,0.1,585.0
V003861,C0118,P001,2023-04-08,3,326,0.0,978.0
V003862,C0185,P007,2024-08-02,4,467,0.05,1774.6
V003863,C0156,P031,2024-11-16,2,286,0.0,572.0
V003864,C0159,P009,2023-12-25,1,331,0.1,297.9
V003865,C0034,P003,2023-05-03,5,59,0.0,295.0
V003866,C0141,P047,2023-12-28,2,91,0.0,182.0
V003867,C0059,P046,2023-06-02,5,130,0.05,617.5
V003868,C0001,P018,2024-08-12,2,167,0.05,317.3
V003869,C0150,P022,2024-06-01,2,345,0.1,621.0
V003870,C0027,P022,2024-07-02,3,345,0.05,983.25
V003871,C0032,P005,2024-03-15,2,172,0.1,309.6
V003872,C0166,P029,2023-03-27,3,148,0.1,399.6
V003873,C0043,P002,2024-04-22,3,50,0.05,142.5
V003874,C0078,P045,2023-04-24,3,349,0.0,1047.0
V003875,C0077,P036,2024-04-23,2,258,0.1,464.4
V003876,C0106,P011,2024-01-30,2,326,0.05,619.4
V003877,C0154,P006,2024-06-13,5,90,0.0,450.0
V003878,C0178,P005,2023-07-02,3,172,0.1,464.4
V003879,C0148,P031,2024-04-05,2,286,0.1,514.8
V003880,C0112,P046,2024-04-17,4,130,0.0,520.0
V003881,C0193,P017,2023-11-01,2,86,0.1,154.8
V003882,C0079,P013,2024-10-06,3,274,0.05,780.9
V003883,C0160,P030,2024-06-15,4,121,0.0,484.0
V003884,C0155,P025,2024-01-06,4,266,0.0,1064.0
V003885,C0087,P026,2024-12-29,3,394,0.0,1182.0
V003886,C0133,P044,2024-10-25,1,432,0.0,432.0
V003887,C0158,P037,2023-02-18,2,492,0.05,934.8
V003888,C0137,P042,2023-01-20,3,147,0.0,441.0
V003889,C0076,P031,2024-08-18,4,286,0.0,1144.0
V003890,C0161,P002,2023-02-21,5,50,0.05,237.5
V003891,C0003,P039,2023-03-09,4,185,0.1,666.0
V003892,C0091,P031,2023-08-22,4,286,0.05,1086.8
V003893,C0033,P019,2023-06-21,4,490,0.05,1862.0
V003894,C0178,P050,2024-12-11,2,176,0.0,352.0
V003895,C0094,P017,2024-08-31,2,86,0.0,172.0
V003896,C0057,P027,2024-09-05,2,81,0.0,162.0
V003897,C0153,P049,2023-03-28,3,256,0.1,691.2
V003898,C0016,P007,2024-11-26,3,467,0.0,1401.0
V003899,C0120,P016,2023-04-22,1,167,0.05,158.65
V003900,C0048,P012,2024-02-10,3,415,0.0,1245.0
V003901,C0067,P032,2023-12-03,4,276,0.1,993.6
V003902,C0004,P001,2024-10-11,1,326,0.1,293.4
V003903,C0069,P009,2024-09-17,2,331,0.0,662.0
V003904,C0085,P040,2024-06-24,3,196,0.05,558.6
V003905,C0079,P011,2023-06-11,5,326,0.1,1467.0
V003906,C0164,P016,2024-10-24,3,167,0.1,450.9
V003907,C0107,P044,2024-03-01,4,432,0.05,1641.6
V003908,C0022,P023,2023-09-13,5,463,0.0,2315.0
V003909,C0044,P011,2024-03-17,2,326,0.1,586.8
V003910,C0078,P030,2023-08-30,4,121,0.05,459.8
V003911,C0003,P003,2023-07-27,2,59,0.1,106.2
V003912,C0145,P002,2024-08-11,1,50,0.1,45.0
V003913,C0163,P004,2024-03-18,3,499,0.05,1422.15
V003914,C0105,P005,2024-10-22,3,172,0.05,490.2
V003915,C0038,P029,2024-05-30,4,148,0.0,592.0
V003916,C0189,P046,2023-11-29,3,130,0.05,370.5
V003917,C0169,P004,2023-10-18,2,499,0.1,898.2
V003918,C0064,P008,2024-02-15,5,442,0.05,2099.5
V003919,C0154,P010,2024-12-23,1,496,0.1,446.4
V003920,C0111,P029,2024-01-08,3,148,0.1,399.6
V003921,C0058,P040,2023-07-21,3,196,0.0,588.0
V003922,C0176,P037,2024-02-14,5,492,0.0,2460.0
V003923,C0071,P021,2023-08-06,5,159,0.0,795.0
V003924,C0177,P023,2023-06-28,5,463,0.05,2199.25
V003925,C0143,P045,2023-08-16,3,349,0.05,994.65
V003926,C0051,P016,2024-06-07,1,167,0.0,167.0
V003927,C0064,P002,2024-05-07,2,50,0.05,95.0
V003928,C0088,P016,2024-10-06,2,167,0.0,334.0
V003929,C0047,P015,2024-03-09,3,223,0.0,669.0
V003930,C0046,P010,2023-10-28,4,496,0.05,1884.8
V003931,C0006,P041,2024-08-06,5,388,0.05,1843.0
V003932,C0049,P046,2024-04-14,2,130,0.0,260.0
V003933,C0062,P015,2023-12-22,1,223,0.05,211.85
V003934,C0019,P026,2023-02-19,2,394,0.0,788.0
V003935,C0034,P021,2023-04-09,1,159,0.05,151.05
V003936,C0182,P006,2024-01-10,3,90,0.05,256.5
V003937,C0137,P032,2023-02-25,5,276,0.05,1311.0
V003938,C0163,P045,2023-02-23,3,349,0.0,1047.0
V003939,C0039,P042,2024-12-04,3,147,0.05,418.95
V003940,C0101,P020,2023-03-14,1,171,0.1,153.9
V003941,C0159,P011,2024-01-16,3,326,0.0,978.0
V003942,C0034,P021,2023-08-27,5,159,0.0,795.0
V003943,C0125,P050,2024-06-13,1,176,0.1,158.4
V003944,C0024,P016,2023-12-20,1,167,0.05,158.65
V003945,C0184,P048,2023-08-17,3,354,0.1,955.8
V003946,C0066,P049,2023-03-12,5,256,0.1,1152.0
V003947,C0121,P008,2023-12-08,4,442,0.05,1679.6
V003948,C0092,P032,2023-05-05,4,276,0.05,1048.8
V003949,C0060,P012,2024-06-11,2,415,0.05,788.5
V003950,C0105,P016,2023-01-18,4,167,0.0,668.0
V003951,C0191,P027,2023-05-18,1,81,0.1,72.9
V003952,C0172,P035,2024-11-03,3,435,0.1,1174.5
V003953,C0111,P016,2023-11-20,2,167,0.0,334.0
V003954,C0200,P001,2024-04-14,4,326,0.0,1304.0
V003955,C0081,P003,2023-10-24,2,59,0.0,118.0
V003956,C0081,P039,2024-07-29,4,185,0.1,666.0
V003957,C0092,P043,2024-10-29,4,346,0.1,1245.6
V003958,C0115,P030,2023-03-21,3,121,0.0,363.0
V003959,C0176,P014,2024-12-10,4,111,0.0,444.0
V003960,C0130,P003,2024-08-30,1,59,0.0,59.0
V003961,C0012,P006,2023-10-19,4,90,0.1,324.0
V003962,C0025,P004,2023-08-10,5,499,0.0,2495.0
V003963,C0125,P033,2024-06-21,5,100,0.1,450.0
V003964,C0026,P035,2024-08-31,2,435,0.0,870.0
V003965,C0072,P026,2024-11-03,1,394,0.05,374.3
V003966,C0063,P036,2024-06-19,1,258,0.05,245.1
V003967,C0131,P031,2024-12-25,5,286,0.1,1287.0
V003968,C0091,P006,2024-06-24,3,90,0.05,256.5
V003969,C0153,P003,2023-12-25,1,59,0.1,53.1
V003970,C0152,P025,2023-12-09,4,266,0.1,957.6
V003971,C0138,P049,2023-06-14,4,256,0.05,972.8
V003972,C0046,P034,2023-02-05,1,478,0.05,454.1
V003973,C0040,P046,2024-05-14,2,130,0.0,260.0
V003974,C0186,P041,2024-07-21,1,388,0.1,349.2
V003975,C0172,P019,2024-04-03,2,490,0.1,882.0
V003976,C0050,P030,2023-08-04,3,121,0.05,344.85
V003977,C0073,P002,2024-04-22,5,50,0.0,250.0
V003978,C0187,P047,2024-12-30,1,91,0.1,81.9
V003979,C0057,P004,2024-02-14,5,499,0.05,2370.25
V003980,C0134,P049,2024-09-04,5,256,0.1,1152.0
V003981,C0146,P024,2023-04-16,3,99,0.05,282.15
V003982,C0073,P039,2024-07-15,2,185,0.05,351.5
V003983,C0119,P006,2023-09-24,4,90,0.05,342.0
V003984,C0068,P037,2023-02-06,4,492,0.05,1869.6
V003985,C0135,P033,2024-03-03,4,100,0.05,380.0
V003986,C0018,P036,2023-12-12,4,258,0.0,1032.0
V003987,C0022,P028,2023-11-08,3,459,0.05,1308.15
V003988,C0012,P023,2024-11-15,5,463,0.05,2199.25
V003989,C0103,P014,2023-11-07,2,111,0.0,222.0
V003990,C0129,P004,2024-10-02,4,499,0.0,1996.0
V003991,C0151,P010,2023-01-17,1,496,0.0,496.0
V003992,C0090,P034,2023-12-21,4,478,0.05,1816.4
V003993,C0195,P014,2023-09-03,4,111,0.1,399.6
V003994,C0123,P031,2023-09-05,1,286,0.1,257.4
V003995,C0052,P007,2024-01-23,4,467,0.1,1681.2
V003996,C0143,P031,2023-04-21,5,286,0.0,1430.0
V003997,C0107,P007,2024-01-16,3,467,0.1,1260.9
V003998,C0124,P044,2023-06-07,1,432,0.0,432.0
V003999,C0037,P017,2024-11-11,1,86,0.0,86.0
V004000,C0096,P019,2023-12-12,3,490,0.0,1470.0
V004001,C0169,P004,2023-12-17,3,499,0.1,1347.3
V004002,C0009,P033,2023-02-07,5,100,0.1,450.0
V004003,C0141,P014,2024-08-04,4,111,0.05,421.8
V004004,C0162,P030,2023-08-31,5,121,0.1,544.5
V004005,C0123,P009,2023-11-14,4,331,0.0,1324.0
V004006,C0101,P014,2023-01-14,2,111,0.05,210.9
V004007,C0064,P034,2023-08-14,1,478,0.0,478.0
V004008,C0008,P038,2023-03-23,3,134,0.0,402.0
V004009,C0081,P011,2024-09-21,3,326,0.1,880.2
V004010,C0058,P002,2024-05-18,3,50,0.0,150.0
V004011,C0113,P037,2024-08-02,4,492,0.05,1869.6
V004012,C0070,P027,2024-02-01,2,81,0.1,145.8
V004013,C0159,P032,2024-12-10,2,276,0.05,524.4
V004014,C0026,P034,2024-09-12,4,478,0.0,1912.0
V004015,C0038,P022,2023-06-08,4,345,0.05,1311.0
V004016,C0162,P026,2023-02-27,1,394,0.0,394.0
V004017,C0033,P016,2023-02-08,2,167,0.0,334.0
V004018,C0074,P003,2024-01-17,4,59,0.1,212.4
V004019,C0120,P029,2023-04-15,2,148,0.05,281.2
V004020,C0021,P043,2024-01-13,5,346,0.1,1557.0
V004021,C0189,P003,2023-09-26,1,59,0.1,53.1
V004022,C0162,P011,2024-06-03,1,326,0.05,309.7
V004023,C0018,P027,2024-02-17,4,81,0.0,324.0
V004024,C0182,P035,2023-04-28,2,435,0.0,870.0
V004025,C0149,P009,2024-05-14,5,331,0.1,1489.5
V004026,C0076,P050,2023-10-10,4,176,0.1,633.6
V004027,C0158,P003,2024-08-20,5,59,0.05,280.25
V004028,C0050,P027,2023-03-26,3,81,0.0,243.0
V004029,C0122,P026,2024-09-18,3,394,0.1,1063.8
V004030,C0073,P020,2023-11-07,2,171,0.0,342.0
V004031,C0038,P011,2023-09-23,5,326,0.0,1630.0
V004032,C0065,P035,2024-07-11,4,435,0.0,1740.0
V004033,C0186,P005,2023-09-08,4,172,0.0,688.0
V004034,C0119,P005,2023-11-04,3,172,0.0,516.0
V004035,C0058,P005,2023-04-23,5,172,0.0,860.0
V004036,C0179,P010,2024-01-25,4,496,0.1,1785.6
V004037,C0151,P008,2023-09-27,1,442,0.1,397.8
V004038,C0196,P016,2024-11-16,5,167,0.05,793.25
V004039,C0002,P025,2023-03-29,1,266,0.05,252.7
V004040,C0117,P006,2024-05-28,5,90,0.1,405.0
V004041,C0032,P007,2024-08-17,5,467,0.0,2335.0
V004042,C0188,P021,2024-01-23,5,159,0.0,795.0
V004043,C0078,P047,2024-05-12,4,91,0.1,327.6
V004044,C0142,P043,2023-08-05,3,346,0.0,1038.0
V004045,C0012,P015,2023-09-26,1,223,0.05,211.85
V004046,C0024,P013,2023-03-13,5,274,0.0,1370.0
V004047,C0029,P036,2024-10-10,1,258,0.05,245.1
V004048,C0003,P022,2023-03-29,2,345,0.0,690.0
V004049,C0081,P041,2023-04-29,4,388,0.1,1396.8
V004050,C0172,P001,2023-11-14,3,326,0.05,929.1
V004051,C0010,P033,2024-01-05,4,100,0.0,400.0
V004052,C0147,P048,2023-10-09,1,354,0.05,336.3
V004053,C0117,P007,2023-10-31,5,467,0.05,2218.25
V004054,C0135,P014,2023-03-12,1,111,0.0,111.0
V004055,C0027,P017,2023-12-29,4,86,0.05,326.8
V004056,C0081,P031,2023-05-09,2,286,0.05,543.4
V004057,C0084,P043,2024-04-28,5,346,0.05,1643.5
V004058,C0014,P030,2023-10-02,1,121,0.0,121.0
V004059,C0055,P029,2023-09-29,3,148,0.1,399.6
V004060,C0161,P038,2024-09-20,5,134,0.05,636.5
V004061,C0001,P039,2023-08-24,2,185,0.1,333.0
V004062,C0028,P046,2023-08-23,4,130,0.1,468.0
V004063,C0158,P019,2023-04-02,2,490,0.1,882.0
V004064,C0104,P020,2023-03-14,1,171,0.05,162.45
V004065,C0005,P015,2023-06-21,4,223,0.05,847.4
V004066,C0090,P015,2023-03-08,5,223,0.0,1115.0
V004067,C0090,P032,2024-02-11,2,276,0.0,552.0
V004068,C0176,P003,2023-03-25,1,59,0.1,53.1
V004069,C0155,P026,2024-10-21,3,394,0.05,1122.9
V004070,C0105,P007,2023-06-19,3,467,0.0,1401.0
V004071,C0102,P003,2024-02-02,3,59,0.0,177.0
V004072,C0016,P018,2024-03-27,3,167,0.1,450.9
V004073,C0103,P030,2024-09-05,3,121,0.1,326.7
V004074,C0097,P050,2024-10-12,5,176,0.1,792.0
V004075,C0152,P018,2024-06-04,3,167,0.1,450.9
V004076,C0018,P030,2023-01-13,2,121,0.05,229.9
V004077,C0028,P002,2023-02-24,4,50,0.05,190.0
V004078,C0002,P049,2023-03-15,4,256,0.05,972.8
V004079,C0196,P015,2024-10-31,4,223,0.05,847.4
V004080,C0147,P020,2024-09-01,2,171,0.0,342.0
V004081,C0010,P029,2024-06-24,1,148,0.0,148.0
V004082,C0019,P029,2023-04-20,5,148,0.1,666.0
V004083,C0195,P028,2023-02-23,1,459,0.05,436.05
V004084,C0158,P002,2023-06-24,1,50,0.05,47.5
V004085,C0074,P019,2023-03-30,3,490,0.05,1396.5
V004086,C0152,P028,2024-04-03,3,459,0.0,1377.0
V004087,C0060,P015,2024-11-12,5,223,0.05,1059.25
V004088,C0170,P037,2024-02-21,3,492,0.05,1402.2
V004089,C0042,P015,2024-08-04,1,223,0.05,211.85
V004090,C0199,P044,2023-01-28,2,432,0.1,777.6
V004091,C0060,P024,2023-09-07,1,99,0.0,99.0
V004092,C0080,P040,2024-12-12,5,196,0.1,882.0
V004093,C0047,P025,2024-10-03,4,266,0.05,1010.8
V004094,C0055,P047,2024-01-31,1,91,0.1,81.9
V004095,C0158,P031,2024-10-25,4,286,0.0,1144.0
V004096,C0027,P030,2023-08-10,5,121,0.05,574.75
V004097,C0196,P028,2024-12-12,2,459,0.05,872.1
V004098,C0130,P032,2023-06-05,2,276,0.1,496.8
V004099,C0144,P023,2024-06-22,4,463,0.05,1759.4
V004100,C0170,P016,2024-09-28,2,167,0.05,317.3
V004101,C0169,P025,2024-07-20,4,266,0.1,957.6
V004102,C0024,P017,2024-12-19,1,86,0.0,86.0
V004103,C0071,P037,2023-07-25,1,492,0.05,467.4
V004104,C0156,P025,2024-03-26,1,266,0.05,252.7
V004105,C0002,P024,2024-01-08,5,99,0.1,445.5
V004106,C0026,P031,2023-08-23,3,286,0.05,815.1
V004107,C0156,P009,2023-05-02,1,331,0.05,314.45
V004108,C0035,P022,2023-01-26,4,345,0.1,1242.0
V004109,C0151,P036,2024-09-19,2,258,0.05,490.2
V004110,C0193,P017,2024-02-07,3,86,0.05,245.1
V004111,C0054,P038,2024-07-01,5,134,0.05,636.5
V004112,C0004,P007,2023-10-31,3,467,0.05,1330.95
V004113,C0125,P001,2023-08-25,5,326,0.1,1467.0
V004114,C0061,P017,2024-11-08,2,86,0.05,163.4
V004115,C0179,P007,2024-07-07,4,467,0.05,1774.6
V004116,C0192,P038,2023-06-04,3,134,0.05,381.9
V004117,C0033,P039,2024-10-26,1,185,0.05,175.75
V004118,C0007,P040,2023-06-27,4,196,0.0,784.0
V004119,C0002,P004,2024-11-13,1,499,0.0,499.0
V004120,C0171,P050,2023-02-26,1,176,0.05,167.2
V004121,C0109,P005,2024-03-01,1,172,0.1,154.8
V004122,C0118,P013,2024-07-29,3,274,0.05,780.9
V004123,C0198,P048,2024-09-30,5,354,0.0,1770.0
V004124,C0036,P006,2023-08-25,1,90,0.0,90.0
V004125,C0173,P048,2024-07-23,5,354,0.0,1770.0
V004126,C0168,P049,2023-07-17,5,256,0.05,1216.0
V004127,C0171,P025,2024-08-09,5,266,0.0,1330.0
V004128,C0196,P044,2024-12-04,5,432,0.05,2052.0
